# Nameset - Russian
# Data taken from www.behindthename.com

"HEADER";"LatinAlph";"HangulKoKR";"KanaJaJP";"CyrilRuRU";"AlphElGR";"HanziZhCN";"HanziZhTW";"AksonThTH";"AlefbetHeIL"
"NAMESET_RUS_F_001";"Agata";
"NAMESET_RUS_F_002";"Aleksandra";
"NAMESET_RUS_F_003";"Alisa";
"NAMESET_RUS_F_004";"Alla";
"NAMESET_RUS_F_005";"Anastasia";
"NAMESET_RUS_F_006";"Angela";
"NAMESET_RUS_F_007";"Angelina";
"NAMESET_RUS_F_008";"Anna";
"NAMESET_RUS_F_009";"Antonina";
"NAMESET_RUS_F_010";"Anya";
"NAMESET_RUS_F_011";"Adriana";
"NAMESET_RUS_F_012";"Asya";
"NAMESET_RUS_F_013";"Diana";
"NAMESET_RUS_F_014";"Dominika";
"NAMESET_RUS_F_015";"Dunya";
"NAMESET_RUS_F_016";"Elena";
"NAMESET_RUS_F_017";"Eva";
"NAMESET_RUS_F_018";"Filippa";
"NAMESET_RUS_F_019";"Gala";
"NAMESET_RUS_F_020";"Inga";
"NAMESET_RUS_F_021";"Ira";
"NAMESET_RUS_F_022";"Irina";
"NAMESET_RUS_F_023";"Isidora";
"NAMESET_RUS_F_024";"Ivanna";
"NAMESET_RUS_F_025";"Karina";
"NAMESET_RUS_F_026";"Katerina";
"NAMESET_RUS_F_027";"Katia";
"NAMESET_RUS_F_028";"Kira";
"NAMESET_RUS_F_029";"Klara";
"NAMESET_RUS_F_030";"Kristina";
"NAMESET_RUS_F_031";"Lana";
"NAMESET_RUS_F_032";"Lara";
"NAMESET_RUS_F_033";"Larisa";
"NAMESET_RUS_F_034";"Lena";
"NAMESET_RUS_F_035";"Lilia";
"NAMESET_RUS_F_036";"Lilya";
"NAMESET_RUS_F_037";"Liza";
"NAMESET_RUS_F_038";"Margarita";
"NAMESET_RUS_F_039";"Marina";
"NAMESET_RUS_F_040";"Milena";
"NAMESET_RUS_F_041";"Natalya";
"NAMESET_RUS_F_042";"Natasha";
"NAMESET_RUS_F_043";"Nika";
"NAMESET_RUS_F_044";"Nina";
"NAMESET_RUS_F_045";"Olga";
"NAMESET_RUS_F_046";"Roksana";
"NAMESET_RUS_F_047";"Sabina";
"NAMESET_RUS_F_048";"Sasha";
"NAMESET_RUS_F_049";"Selena";
"NAMESET_RUS_F_050";"Sonya";
"NAMESET_RUS_F_051";"Susanna";
"NAMESET_RUS_F_052";"Tamara";
"NAMESET_RUS_F_053";"Tanya";
"NAMESET_RUS_F_054";"Tasha";
"NAMESET_RUS_F_055";"Tatiana";
"NAMESET_RUS_F_056";"Tatyana";
"NAMESET_RUS_F_057";"Toma";
"NAMESET_RUS_F_058";"Valentina";
"NAMESET_RUS_F_059";"Vera";
"NAMESET_RUS_F_060";"Veronika";
"NAMESET_RUS_F_061";"Violetta";
"NAMESET_RUS_F_062";"Yana";
"NAMESET_RUS_F_063";"Yuliana";
"NAMESET_RUS_F_064";"Zina";
"NAMESET_RUS_F_065";"Zoya";
